Volksbegehren;Gebiet;"Stimm- berechtigte";"ungültige Eintragungen";"gültige Eintragungen";"Unter- stützungs- erklärungen";"Stimm- beteiligung in%(brutto)";"gültige Eintragungen +UE";Bundesland;Beteiligung (Gültig + Ungültig) in %;Beteiligung (G, Ung, Unter)
Volksbegehren neue EU-Abstimmung;HORN;24613;2;758;13;3.13%;771;Niederösterreich;0.030877991;0.031406167
Volksbegehren neue EU-Abstimmung;KORNEUBURG;50084;2;1852;33;3.76%;1885;Niederösterreich;0.03701781;0.037676703
Volksbegehren neue EU-Abstimmung;KREMS AN DER DONAU LAND;41264;1;1228;24;3.03%;1252;Niederösterreich;0.029783831;0.030365452
Volksbegehren neue EU-Abstimmung;LILIENFELD;20140;0;961;3;4.79%;964;Niederösterreich;0.047715988;0.047864945
Volksbegehren neue EU-Abstimmung;MELK;55451;4;2499;30;4.56%;2529;Niederösterreich;0.045138952;0.04567997
Volksbegehren neue EU-Abstimmung;MISTELBACH;54568;0;1775;39;3.32%;1814;Niederösterreich;0.032528222;0.033242926
Volksbegehren neue EU-Abstimmung;MÖDLING;77583;3;3789;122;5.04%;3911;Niederösterreich;0.048876687;0.050449196
Volksbegehren neue EU-Abstimmung;NEUNKIRCHEN;64317;5;2180;35;3.44%;2215;Niederösterreich;0.033972356;0.034516535
Volksbegehren neue EU-Abstimmung;SANKT PÖLTEN LAND;67793;5;3120;46;4.67%;3166;Niederösterreich;0.046096205;0.046774741
Volksbegehren neue EU-Abstimmung;SCHEIBBS;30372;0;1275;7;4.22%;1282;Niederösterreich;0.041979455;0.04220993
Volksbegehren neue EU-Abstimmung;TULLN;46706;9;1823;22;3.95%;1845;Niederösterreich;0.039224083;0.039695114
Volksbegehren neue EU-Abstimmung;WAIDHOFEN AN DER THAYA;21866;0;554;6;2.56%;560;Niederösterreich;0.025336138;0.025610537
Volksbegehren neue EU-Abstimmung;WIENER NEUSTADT LAND;52046;6;1863;50;3.68%;1913;Niederösterreich;0.035910541;0.036871229
Volksbegehren neue EU-Abstimmung;WIEN UMGEBUNG;73528;3;2930;78;4.09%;3008;Niederösterreich;0.039889566;0.040950386
Volksbegehren neue EU-Abstimmung;ZWETTL;34548;8;1408;19;4.13%;1427;Niederösterreich;0.040986454;0.041536413
Volksbegehren neue EU-Abstimmung;LINZ STADT;133700;5;2673;284;2.21%;2957;Oberösterreich;0.020029918;0.022154076
Volksbegehren neue EU-Abstimmung;STEYR STADT;28005;0;773;10;2.80%;783;Oberösterreich;0.027602214;0.027959293
Volksbegehren neue EU-Abstimmung;WELS STADT;38194;0;846;206;2.75%;1052;Oberösterreich;0.022150076;0.027543593
Volksbegehren neue EU-Abstimmung;BRAUNAU AM INN;67370;0;1469;13;2.20%;1482;Oberösterreich;0.021804958;0.021997922
Volksbegehren neue EU-Abstimmung;EFERDING;22141;0;402;5;1.84%;407;Oberösterreich;0.018156362;0.018382187
Volksbegehren neue EU-Abstimmung;FREISTADT;46082;0;1432;21;3.15%;1453;Oberösterreich;0.03107504;0.03153075
Volksbegehren neue EU-Abstimmung;GMUNDEN;71420;4;2672;115;3.90%;2787;Oberösterreich;0.037468496;0.039078689
Volksbegehren neue EU-Abstimmung;GRIESKIRCHEN;44589;1;1031;17;2.35%;1048;Oberösterreich;0.023144722;0.023525982
Volksbegehren neue EU-Abstimmung;KIRCHDORF AN DER KREMS;38875;0;971;9;2.52%;980;Oberösterreich;0.024977492;0.025209003
Volksbegehren neue EU-Abstimmung;LINZ LAND;91661;4;1905;47;2.13%;1952;Oberösterreich;0.020826742;0.021339501
Volksbegehren neue EU-Abstimmung;PERG;45338;6;1056;15;2.36%;1071;Oberösterreich;0.023424059;0.023754908
Volksbegehren neue EU-Abstimmung;RIED IM INNKREIS;41725;2;1275;10;3.08%;1285;Oberösterreich;0.030605153;0.030844817
Volksbegehren neue EU-Abstimmung;ROHRBACH;41312;0;685;7;1.68%;692;Oberösterreich;0.016581139;0.016750581
Volksbegehren neue EU-Abstimmung;SCHÄRDING;40608;14;712;12;1.78%;724;Oberösterreich;0.017878251;0.018173759
Volksbegehren neue EU-Abstimmung;STEYR LAND;42004;0;1146;10;2.75%;1156;Oberösterreich;0.027283116;0.027521188
Volksbegehren neue EU-Abstimmung;URFAHR UMGEBUNG;56497;1;1401;30;2.53%;1431;Oberösterreich;0.024815477;0.025346479
Volksbegehren neue EU-Abstimmung;VÖCKLABRUCK;89372;2;2917;34;3.30%;2951;Oberösterreich;0.032661236;0.033041669
Volksbegehren neue EU-Abstimmung;WELS LAND;44567;4;1153;31;2.66%;1184;Oberösterreich;0.025960913;0.026656495
Volksbegehren neue EU-Abstimmung;SALZBURG STADT;96283;0;3433;139;3.71%;3572;Salzburg;0.035655308;0.037098969
Volksbegehren neue EU-Abstimmung;HALLEIN;36622;0;873;9;2.41%;882;Salzburg;0.02383813;0.024083884
Volksbegehren neue EU-Abstimmung;SALZBURG UMGEBUNG;93531;2;2740;38;2.97%;2778;Salzburg;0.029316483;0.029722766
Volksbegehren neue EU-Abstimmung;SANKT JOHANN IM PONGAU;52195;2;1363;4;2.62%;1367;Salzburg;0.02615193;0.026228566
Volksbegehren neue EU-Abstimmung;TAMSWEG;15458;2;322;6;2.12%;328;Salzburg;0.020960021;0.021348169
Volksbegehren neue EU-Abstimmung;ZELL AM SEE;57579;5;1306;22;2.31%;1328;Salzburg;0.022768718;0.023150802
Volksbegehren neue EU-Abstimmung;GRAZ STADT;175704;0;8706;499;5.24%;9205;Steiermark;0.049549242;0.052389246
Volksbegehren neue EU-Abstimmung;BRUCK AN DER MUR;50383;1;1340;16;2.69%;1356;Steiermark;0.026616121;0.026933688
Volksbegehren neue EU-Abstimmung;DEUTSCHLANDSBERG;46995;2;926;8;1.99%;934;Steiermark;0.019746782;0.019917012
Volksbegehren neue EU-Abstimmung;FELDBACH;50679;0;908;16;1.82%;924;Steiermark;0.017916691;0.018232404
Volksbegehren neue EU-Abstimmung;FÜRSTENFELD;17509;6;479;9;2.79%;488;Steiermark;0.02770004;0.028214061
Volksbegehren neue EU-Abstimmung;GRAZ UMGEBUNG;98932;7;2085;59;2.17%;2144;Steiermark;0.021145838;0.021742207
Volksbegehren neue EU-Abstimmung;HARTBERG;50574;2;954;20;1.93%;974;Steiermark;0.018902994;0.019298454
Volksbegehren neue EU-Abstimmung;JUDENBURG;37079;2;1211;8;3.29%;1219;Steiermark;0.032713935;0.032929691
Volksbegehren neue EU-Abstimmung;KNITTELFELD;22417;2;548;5;2.47%;553;Steiermark;0.024534951;0.024757996
Volksbegehren neue EU-Abstimmung;LEIBNITZ;56250;4;1173;15;2.11%;1188;Steiermark;0.020924444;0.021191111
Volksbegehren neue EU-Abstimmung;LEOBEN;53737;0;1719;15;3.23%;1734;Steiermark;0.031989132;0.03226827
Volksbegehren neue EU-Abstimmung;LIEZEN;60694;7;1878;21;3.13%;1899;Steiermark;0.031057436;0.031403434
Volksbegehren neue EU-Abstimmung;MÜRZZUSCHLAG;33941;5;1097;13;3.27%;1110;Steiermark;0.032468106;0.032851124
Volksbegehren neue EU-Abstimmung;MURAU;23562;3;621;6;2.66%;627;Steiermark;0.026483321;0.026737968
Volksbegehren neue EU-Abstimmung;RADKERSBURG;18373;0;344;1;1.88%;345;Steiermark;0.018723126;0.018777554
Volksbegehren neue EU-Abstimmung;VOITSBERG;42066;14;1088;5;2.60%;1093;Steiermark;0.026196929;0.026315789
Volksbegehren neue EU-Abstimmung; WEIZ;64303;6;1366;17;2.15%;1383;Steiermark;0.021336485;0.021600858
Volksbegehren neue EU-Abstimmung;INNSBRUCK STADT;80037;0;2671;209;3.60%;2880;Tirol;0.033372065;0.035983358
Volksbegehren neue EU-Abstimmung;IMST;35823;1;801;26;2.31%;827;Tirol;0.022387851;0.023113642
Volksbegehren neue EU-Abstimmung;INNSBRUCK LAND;107099;2;3639;75;3.47%;3714;Tirol;0.033996583;0.034696869
Volksbegehren neue EU-Abstimmung;KITZBÜHEL;41247;1;1372;10;3.35%;1382;Tirol;0.033287269;0.033529711
Volksbegehren neue EU-Abstimmung;KUFSTEIN;62975;6;1684;10;2.69%;1694;Tirol;0.026836046;0.026994839
Volksbegehren neue EU-Abstimmung;LANDECK;29413;3;716;1;2.44%;717;Tirol;0.024444973;0.024478972
Volksbegehren neue EU-Abstimmung;LIENZ;37050;4;889;10;2.43%;899;Tirol;0.024102564;0.02437247
Volksbegehren neue EU-Abstimmung;REUTTE;20666;9;421;7;2.07%;428;Tirol;0.020807123;0.021145843
Volksbegehren neue EU-Abstimmung;SCHWAZ;51047;2;1285;22;2.56%;1307;Tirol;0.025212059;0.025643035
Volksbegehren neue EU-Abstimmung;BLUDENZ;40358;3;648;3;1.61%;651;Vorarlberg;0.016130631;0.016204966
Volksbegehren neue EU-Abstimmung;BREGENZ;77877;7;612;7;0.79%;619;Vorarlberg;0.007948432;0.008038317
Volksbegehren neue EU-Abstimmung;DORNBIRN;49079;0;492;9;1.02%;501;Vorarlberg;0.010024654;0.010208032
Volksbegehren neue EU-Abstimmung; FELDKIRCH;60620;2;708;11;1.19%;719;Vorarlberg;0.011712306;0.011893764
Volksbegehren neue EU-Abstimmung;INNERE STADT;13352;0;460;61;3.90%;521;Wien;0.034451768;0.039020371
Volksbegehren neue EU-Abstimmung;LEOPOLDSTADT;56304;0;2571;267;5.04%;2838;Wien;0.04566283;0.050404945
Volksbegehren neue EU-Abstimmung;LANDSTRASSE;56465;1;2397;183;4.57%;2580;Wien;0.042468786;0.045709732
Volksbegehren neue EU-Abstimmung;WIEDEN;21102;0;803;138;4.46%;941;Wien;0.038053265;0.04459293
Volksbegehren neue EU-Abstimmung;MARGARETEN;32243;1;1290;221;4.69%;1511;Wien;0.040039699;0.046893899
Volksbegehren neue EU-Abstimmung;MARIAHILF;19786;0;806;47;4.31%;853;Wien;0.040735874;0.043111291
Volksbegehren neue EU-Abstimmung;NEUBAU;19792;0;728;39;3.88%;767;Wien;0.036782538;0.038753032
Volksbegehren neue EU-Abstimmung;JOSEFSTADT;16056;0;548;46;3.70%;594;Wien;0.034130543;0.036995516
Volksbegehren neue EU-Abstimmung;ALSERGRUND;27259;0;1128;76;4.42%;1204;Wien;0.041380828;0.044168898
Volksbegehren neue EU-Abstimmung;FAVORITEN;105824;3;5238;1237;6.12%;6475;Wien;0.049525627;0.061214847
Volksbegehren neue EU-Abstimmung;SIMMERING;53799;0;2399;162;4.76%;2561;Wien;0.044591907;0.047603115
Volksbegehren neue EU-Abstimmung;MEIDLING;54488;0;2637;165;5.14%;2802;Wien;0.048395977;0.051424167
Volksbegehren neue EU-Abstimmung;HIETZING;40843;1;1910;101;4.92%;2011;Wien;0.046788923;0.049261807
Volksbegehren neue EU-Abstimmung;PENZING;58112;4;2910;117;5.21%;3027;Wien;0.050144548;0.052157902
Volksbegehren neue EU-Abstimmung;RUDOLFSHEIM-FÜNFHAUS;38798;0;1578;88;4.29%;1666;Wien;0.0406722;0.042940358
Volksbegehren neue EU-Abstimmung;OTTAKRING;55121;0;2652;97;4.99%;2749;Wien;0.048112335;0.0498721
Volksbegehren neue EU-Abstimmung;HERNALS;31095;2;1632;72;5.48%;1704;Wien;0.052548641;0.054864126
Volksbegehren neue EU-Abstimmung;WÄHRING;31786;0;1582;63;5.18%;1645;Wien;0.049770339;0.051752344
Volksbegehren neue EU-Abstimmung;DÖBLING;48820;0;2589;109;5.53%;2698;Wien;0.053031544;0.055264236
Volksbegehren neue EU-Abstimmung;BRIGITTENAU;49111;2;2523;149;5.44%;2672;Wien;0.051414143;0.054448087
Volksbegehren neue EU-Abstimmung;FLORIDSDORF;94888;3;4791;639;5.72%;5430;Wien;0.050522722;0.057256977
Volksbegehren neue EU-Abstimmung;DONAUSTADT;98401;1;4291;488;4.86%;4779;Wien;0.043617443;0.048576742
Volksbegehren neue EU-Abstimmung;LIESING;63516;1;2991;149;4.94%;3140;Wien;0.047106241;0.049452107
Familien-Volksbegehren;FREISTADT EISENSTADT;8664;0;569;8;6.66%;577;Burgenland;0.065674054;0.066597415
Familien-Volksbegehren;FREISTADT RUST;1359;0;20;0;1.47%;20;Burgenland;0.014716703;0.014716703
Familien-Volksbegehren;EISENSTADT UMGEBUNG;29081;1;1702;46;6.01%;1748;Burgenland;0.058560572;0.060142361
Familien-Volksbegehren;GÜSSING;21433;5;1003;26;4.80%;1029;Burgenland;0.04703028;0.048243363
Familien-Volksbegehren;JENNERSDORF;14023;0;521;5;3.75%;526;Burgenland;0.037153248;0.037509805
Familien-Volksbegehren;MATTERSBURG;27782;1;1027;9;3.73%;1036;Burgenland;0.037002376;0.037326326
Familien-Volksbegehren;NEUSIEDL AM SEE;39471;4;1768;19;4.53%;1787;Burgenland;0.044893719;0.045375086
