Volksbegehren;Gebiet;"Stimm- berechtigte";"ungültige Eintragungen";"gültige Eintragungen";"Unter- stützungs- erklärungen";"Stimm- beteiligung in%(brutto)";"gültige Eintragungen +UE";Bundesland;Beteiligung (Gültig + Ungültig) in %;Beteiligung (G, Ung, Unter)
Stopp dem Postraub;RADKERSBURG;19172;11;656;307;5.02%;963;Steiermark;0.034790319;0.050803255
Stopp dem Postraub;VOITSBERG;44030;3;865;124;2.25%;989;Steiermark;0.019713831;0.022530093
Stopp dem Postraub;WEIZ;70991;12;1176;583;2.48%;1759;Steiermark;0.016734516;0.024946824
Stopp dem Postraub;INNSBRUCK STADT;86306;1;565;32;0.69%;597;Tirol;0.006558061;0.006928835
Stopp dem Postraub;IMST;41723;5;922;172;2.62%;1094;Tirol;0.022217961;0.026340388
Stopp dem Postraub;INNSBRUCK LAND;123929;11;2378;380;2.23%;2758;Tirol;0.019277167;0.022343439
Stopp dem Postraub;KITZBÜHEL;45277;0;1112;187;2.87%;1299;Tirol;0.024559931;0.028690063
Stopp dem Postraub;KUFSTEIN;72400;9;1005;324;1.84%;1329;Tirol;0.014005525;0.018480663
Stopp dem Postraub;LANDECK;33131;11;928;530;4.40%;1458;Tirol;0.028342036;0.044339139
Stopp dem Postraub;LIENZ;39733;1;1151;54;3.03%;1205;Tirol;0.028993532;0.030352604
Stopp dem Postraub;REUTTE;22681;2;667;412;4.76%;1079;Tirol;0.029496054;0.047661038
Stopp dem Postraub;SCHWAZ;57887;1;1137;300;2.48%;1437;Tirol;0.019658991;0.024841502
Stopp dem Postraub;BLUDENZ;44907;9;1084;164;2.78%;1248;Vorarlberg;0.02433919;0.027991182
Stopp dem Postraub;BREGENZ;88180;19;1082;352;1.63%;1434;Vorarlberg;0.012485824;0.016477659
Stopp dem Postraub;DORNBIRN;56872;1;191;52;0.43%;243;Vorarlberg;0.003376002;0.004290336
Stopp dem Postraub;FELDKIRCH;70758;16;840;19;1.21%;859;Vorarlberg;0.012097572;0.012366093
Stopp dem Postraub;INNERE STADT;12384;0;138;2;1.13%;140;Wien;0.011143411;0.01130491
Stopp dem Postraub;LEOPOLDSTADT;58751;0;382;33;0.71%;415;Wien;0.006502017;0.00706371
Stopp dem Postraub;LANDSTRASSE;57257;6;481;77;0.97%;558;Wien;0.00850551;0.009850324
Stopp dem Postraub;WIEDEN;21021;0;124;10;0.64%;134;Wien;0.005898863;0.006374578
Stopp dem Postraub;MARGARETEN;33416;0;170;15;0.55%;185;Wien;0.005087383;0.00553627
Stopp dem Postraub;MARIAHILF;20679;0;68;1;0.33%;69;Wien;0.00328836;0.003336718
Stopp dem Postraub;NEUBAU;20616;1;210;9;1.06%;219;Wien;0.010234769;0.010671323
Stopp dem Postraub;JOSEFSTADT;16548;1;117;1;0.71%;118;Wien;0.007130771;0.007191201
Stopp dem Postraub;ALSERGRUND;27119;3;230;12;0.89%;242;Wien;0.008591762;0.009034256
Stopp dem Postraub;FAVORITEN;115210;0;570;60;0.55%;630;Wien;0.004947487;0.005468275
Stopp dem Postraub;SIMMERING;60973;0;435;47;0.79%;482;Wien;0.007134305;0.007905138
Stopp dem Postraub;MEIDLING;58100;0;414;78;0.85%;492;Wien;0.007125645;0.008468158
Stopp dem Postraub;HIETZING;39815;6;364;26;0.98%;390;Wien;0.00929298;0.009946
Stopp dem Postraub;PENZING;61366;6;411;33;0.72%;444;Wien;0.006795294;0.007333051
Stopp dem Postraub;RUDOLFSHEIM-FÜNFHAUS;41248;0;206;20;0.55%;226;Wien;0.004994182;0.005479054
Stopp dem Postraub;OTTAKRING;59729;2;450;27;0.80%;477;Wien;0.007567513;0.008019555
Stopp dem Postraub;HERNALS;33883;0;389;27;1.23%;416;Wien;0.011480684;0.012277543
Stopp dem Postraub;WÄHRING;33020;4;297;14;0.94%;311;Wien;0.009115687;0.009539673
Stopp dem Postraub;DÖBLING;50313;0;274;25;0.59%;299;Wien;0.005445909;0.005942798
Stopp dem Postraub;BRIGITTENAU;51483;1;340;63;0.78%;403;Wien;0.006623546;0.007847251
Stopp dem Postraub;FLORIDSDORF;104725;0;788;83;0.83%;871;Wien;0.007524469;0.008317021
Stopp dem Postraub;DONAUSTADT;114550;2;605;218;0.72%;823;Wien;0.005298996;0.007202095
Stopp dem Postraub;LIESING;70602;0;450;38;0.69%;488;Wien;0.006373757;0.006911985
Österreich bleib frei!;FREISTADT EISENSTADT;9206;0;355;55;4.45%;410;Burgenland;0.038561808;0.044536172
Österreich bleib frei!;FREISTADT RUST;1448;0;39;4;2.97%;43;Burgenland;0.026933702;0.029696133
Österreich bleib frei!;EISENSTADT UMGEBUNG;30968;6;1123;133;4.06%;1256;Burgenland;0.036456988;0.040751744
Österreich bleib frei!;GÜSSING;21525;7;391;31;1.96%;422;Burgenland;0.018490128;0.019930314
Österreich bleib frei!;JENNERSDORF;14662;3;470;2;3.22%;472;Burgenland;0.032260265;0.032396672
Österreich bleib frei!;MATTERSBURG;29216;0;1023;67;3.73%;1090;Burgenland;0.03501506;0.037308324
Österreich bleib frei!;NEUSIEDL AM SEE;41680;3;1994;132;5.10%;2126;Burgenland;0.047912668;0.051079655
Österreich bleib frei!;OBERPULLENDORF;30147;8;1217;197;4.69%;1414;Burgenland;0.040634226;0.047168873
Österreich bleib frei!;OBERWART;42062;2;1340;199;3.66%;1539;Burgenland;0.031905283;0.036636394
Österreich bleib frei!;KLAGENFURT STADT;69497;4;1220;61;1.84%;1281;Kärnten;0.017612271;0.018490007
Österreich bleib frei!;VILLACH STADT;42994;0;721;44;1.78%;765;Kärnten;0.016769782;0.01779318
Österreich bleib frei!;FELDKIRCHEN;23069;0;540;28;2.46%;568;Kärnten;0.023408037;0.024621787
Österreich bleib frei!;HERMAGOR;14929;1;379;42;2.82%;421;Kärnten;0.025453815;0.028267131
Österreich bleib frei!;KLAGENFURT LAND;44478;8;646;20;1.50%;666;Kärnten;0.014703899;0.015153559
Österreich bleib frei!;SANKT VEIT AN DER GLAN;44914;4;797;48;1.88%;845;Kärnten;0.017834083;0.018902792
Österreich bleib frei!;SPITTAL AN DER DRAU;61395;5;1199;53;2.04%;1252;Kärnten;0.019610717;0.02047398
Österreich bleib frei!;VILLACH LAND;49505;1;969;47;2.05%;1016;Kärnten;0.01959398;0.020543379
Österreich bleib frei!;VÖLKERMARKT;33564;1;655;45;2.09%;700;Kärnten;0.01954475;0.020885473
Österreich bleib frei!;WOLFSBERG;43396;1;636;14;1.50%;650;Kärnten;0.014678772;0.015001383
Österreich bleib frei!;KREMS AN DER DONAU STADT;18053;0;722;7;4.04%;729;Niederösterreich;0.039993353;0.0403811
Österreich bleib frei!;SANKT PÖLTEN STADT;37815;0;1838;8;4.88%;1846;Niederösterreich;0.048605051;0.048816607
Österreich bleib frei!;WAIDHOFEN AN DER YBBS;8883;0;284;24;3.47%;308;Niederösterreich;0.031971181;0.034672971
Österreich bleib frei!;WIENER NEUSTADT STADT;28998;0;1270;11;4.42%;1281;Niederösterreich;0.043796124;0.04417546
Österreich bleib frei!;AMSTETTEN;84011;12;4261;65;5.15%;4326;Niederösterreich;0.050862387;0.051636095
Österreich bleib frei!;BADEN;94646;1;5145;45;5.48%;5190;Niederösterreich;0.054371025;0.054846481
Österreich bleib frei!;BRUCK AN DER LEITHA;31292;6;1402;20;4.54%;1422;Niederösterreich;0.044995526;0.045634667
Österreich bleib frei!;GÄNSERNDORF;69122;22;3918;59;5.75%;3977;Niederösterreich;0.057000665;0.057854229
Österreich bleib frei!;GMÜND;31194;0;1015;11;3.29%;1026;Niederösterreich;0.032538309;0.032890941
Österreich bleib frei!;HOLLABRUNN;39269;2;1326;33;3.46%;1359;Niederösterreich;0.033818024;0.034658382
Österreich bleib frei!;HORN;25028;1;722;37;3.03%;759;Niederösterreich;0.028887646;0.03036599
Österreich bleib frei!;KORNEUBURG;54267;4;3043;48;5.70%;3091;Niederösterreich;0.056148304;0.057032819
Österreich bleib frei!;KREMS AN DER DONAU LAND;42879;6;1742;17;4.10%;1759;Niederösterreich;0.040765876;0.041162341
Österreich bleib frei!;LILIENFELD;20415;3;917;30;4.64%;947;Niederösterreich;0.045064903;0.046534411
Österreich bleib frei!;MELK;58024;11;3392;117;6.05%;3509;Niederösterreich;0.058648146;0.060664553
Österreich bleib frei!;MISTELBACH;56652;3;2303;52;4.16%;2355;Niederösterreich;0.040704653;0.041622538
Österreich bleib frei!;MÖDLING;82216;1;3129;98;3.93%;3227;Niederösterreich;0.038070449;0.039262431
Österreich bleib frei!;NEUNKIRCHEN;66073;5;3498;66;5.39%;3564;Niederösterreich;0.053017117;0.054016013
Österreich bleib frei!;SANKT PÖLTEN LAND;71883;6;3428;53;4.84%;3481;Niederösterreich;0.047772074;0.048509383
Österreich bleib frei!;SCHEIBBS;31784;4;1098;15;3.50%;1113;Niederösterreich;0.034671533;0.035143468
Österreich bleib frei!;TULLN ;50079;5;2101;57;4.31%;2158;Niederösterreich;0.042053555;0.043191757
Österreich bleib frei!;WAIDHOFEN AN DER THAYA;22055;0;798;24;3.73%;822;Niederösterreich;0.036182272;0.03727046
Österreich bleib frei!;WIENER NEUSTADT LAND;54975;8;3007;54;5.57%;3061;Niederösterreich;0.054843111;0.055825375
Österreich bleib frei!;WIEN UMGEBUNG;79266;11;3546;94;4.59%;3640;Niederösterreich;0.044874221;0.046060101
Österreich bleib frei!;ZWETTL;35334;10;1309;55;3.86%;1364;Niederösterreich;0.037329484;0.038886059
Österreich bleib frei!;LINZ STADT;138219;0;6782;125;5.00%;6907;Oberösterreich;0.04906706;0.049971422
Österreich bleib frei!;STEYR STADT;28191;0;1721;27;6.20%;1748;Oberösterreich;0.061047852;0.062005605
Österreich bleib frei!;WELS STADT;39785;4;1749;11;4.42%;1760;Oberösterreich;0.044061832;0.044338318
Österreich bleib frei!;BRAUNAU AM INN;70482;6;3496;59;5.04%;3555;Oberösterreich;0.049686445;0.050523538
Österreich bleib frei!;EFERDING;23464;3;1348;51;5.96%;1399;Oberösterreich;0.057577566;0.059751108
Österreich bleib frei!;FREISTADT;48813;2;2582;44;5.38%;2626;Oberösterreich;0.052936718;0.053838117
Österreich bleib frei!;GMUNDEN;74686;8;3055;67;4.18%;3122;Oberösterreich;0.041011702;0.041908791
Österreich bleib frei!;GRIESKIRCHEN;46718;8;2673;157;6.06%;2830;Oberösterreich;0.057386874;0.060747464
Österreich bleib frei!;KIRCHDORF AN DER KREMS;40689;1;2197;35;5.49%;2232;Oberösterreich;0.054019514;0.054879697
Österreich bleib frei!;LINZ LAND;97466;13;5628;84;5.86%;5712;Oberösterreich;0.057876593;0.058738432
Österreich bleib frei!;PERG;48388;5;2492;37;5.23%;2529;Oberösterreich;0.051603703;0.052368356
Österreich bleib frei!;RIED IM INNKREIS;43631;8;3293;107;7.79%;3400;Oberösterreich;0.075657216;0.078109601
Österreich bleib frei!;ROHRBACH;43277;0;1376;23;3.23%;1399;Oberösterreich;0.03179518;0.03232664
Österreich bleib frei!;SCHÄRDING;42161;7;2966;89;7.25%;3055;Oberösterreich;0.070515405;0.072626361
Österreich bleib frei!;STEYR LAND;44526;4;2387;45;5.46%;2432;Oberösterreich;0.053698962;0.054709608
Österreich bleib frei!;URFAHR UMGEBUNG;61001;5;2466;45;4.12%;2511;Oberösterreich;0.040507533;0.041245225
Österreich bleib frei!;VÖCKLABRUCK;94637;5;4724;155;5.16%;4879;Oberösterreich;0.049969885;0.051607722
Österreich bleib frei!;WELS LAND;47689;8;3259;89;7.02%;3348;Oberösterreich;0.068506364;0.070372623
Österreich bleib frei!;SALZBURG STADT;99676;0;4876;70;4.96%;4946;Salzburg;0.048918496;0.049620771
Österreich bleib frei!;HALLEIN;39011;0;2059;54;5.42%;2113;Salzburg;0.052779985;0.05416421
Österreich bleib frei!;SALZBURG UMGEBUNG;100330;8;4328;132;4.45%;4460;Salzburg;0.043217383;0.044533041
Österreich bleib frei!;SANKT JOHANN IM PONGAU;54749;2;2515;108;4.79%;2623;Salzburg;0.045973442;0.047946081
Österreich bleib frei!;TAMSWEG;15807;0;878;67;5.98%;945;Salzburg;0.055545012;0.05978364
Österreich bleib frei!;ZELL AM SEE;60381;3;2334;61;3.97%;2395;Salzburg;0.038704228;0.03971448
Österreich bleib frei!;GRAZ STADT;182013;0;4860;136;2.74%;4996;Steiermark;0.026701389;0.027448589
Österreich bleib frei!;BRUCK AN DER MUR;50255;5;1383;116;2.98%;1499;Steiermark;0.027619142;0.02992737
Österreich bleib frei!;DEUTSCHLANDSBERG;48322;3;1284;46;2.75%;1330;Steiermark;0.026633831;0.027585779
Österreich bleib frei!;FELDBACH;52910;5;1492;53;2.92%;1545;Steiermark;0.028293328;0.029295029
Österreich bleib frei!;FÜRSTENFELD;18010;4;641;28;3.71%;669;Steiermark;0.035813437;0.037368129
Österreich bleib frei!;GRAZ UMGEBUNG;106197;2;2999;99;2.92%;3098;Steiermark;0.028258802;0.029191032
Österreich bleib frei!;HARTBERG;52677;12;1345;58;2.66%;1403;Steiermark;0.025760768;0.026861818
Österreich bleib frei!;JUDENBURG;37037;0;986;0;2.66%;986;Steiermark;0.026622027;0.026622027
Österreich bleib frei!;KNITTELFELD;22904;1;1184;93;5.58%;1277;Steiermark;0.051737688;0.055798114
Österreich bleib frei!;LEIBNITZ;59199;2;1624;76;2.87%;1700;Steiermark;0.02746668;0.028750486
Österreich bleib frei!;LEOBEN;52512;3;1556;51;3.06%;1607;Steiermark;0.029688452;0.030659659
Österreich bleib frei!;LIEZEN;62193;4;2536;167;4.35%;2703;Steiermark;0.040840609;0.043525799
Österreich bleib frei!;MÜRZZUSCHLAG;33762;3;1445;90;4.55%;1535;Steiermark;0.042888454;0.045554173
Österreich bleib frei!;MURAU;24034;4;913;24;3.90%;937;Steiermark;0.038154281;0.039152867
Österreich bleib frei!;RADKERSBURG;18699;0;377;25;2.15%;402;Steiermark;0.020161506;0.021498476
Österreich bleib frei!;VOITSBERG;42877;3;1129;38;2.72%;1167;Steiermark;0.026401101;0.027287357
Österreich bleib frei!;WEIZ;67770;26;1975;159;3.15%;2134;Steiermark;0.029526339;0.03187251
Österreich bleib frei!;INNSBRUCK STADT;83913;0;2880;46;3.49%;2926;Tirol;0.034321261;0.034869448
Österreich bleib frei!;IMST;38854;2;740;44;2.02%;784;Tirol;0.019097133;0.020229577
Österreich bleib frei!;INNSBRUCK LAND;116076;7;3612;128;3.22%;3740;Tirol;0.031177849;0.032280575
Österreich bleib frei!;KITZBÜHEL;43066;1;1524;133;3.85%;1657;Tirol;0.035410765;0.038499048
Österreich bleib frei!;KUFSTEIN;68014;8;3072;47;4.59%;3119;Tirol;0.045284794;0.045975829
Österreich bleib frei!;LANDECK;31345;0;534;12;1.74%;546;Tirol;0.01703621;0.017419046
Österreich bleib frei!;LIENZ;38135;0;655;40;1.82%;695;Tirol;0.017175823;0.018224728
Österreich bleib frei!;REUTTE;21816;3;687;3;3.16%;690;Tirol;0.031628163;0.031765677
Österreich bleib frei!;SCHWAZ;54712;3;1773;62;3.35%;1835;Tirol;0.032460886;0.033594093
Österreich bleib frei!;BLUDENZ;42928;3;1618;100;4.00%;1718;Vorarlberg;0.037760902;0.040090384
Österreich bleib frei!;BREGENZ;83351;31;2271;83;2.82%;2354;Vorarlberg;0.027618145;0.028613934
Österreich bleib frei!;DORNBIRN;53317;0;2290;68;4.42%;2358;Vorarlberg;0.042950654;0.044226044
Österreich bleib frei!;FELDKIRCH;66167;14;1995;67;3.12%;2062;Vorarlberg;0.030362567;0.031375157
Österreich bleib frei!;INNERE STADT;12675;0;584;34;4.88%;618;Wien;0.046074951;0.048757396
Österreich bleib frei!;LEOPOLDSTADT;57474;0;2677;165;4.94%;2842;Wien;0.046577583;0.049448446
Österreich bleib frei!;LANDSTRASSE;56755;6;2390;158;4.49%;2548;Wien;0.042216545;0.04500044
Österreich bleib frei!;WIEDEN;20771;0;804;40;4.06%;844;Wien;0.038707814;0.040633576
Österreich bleib frei!;MARGARETEN;32874;0;1280;77;4.13%;1357;Wien;0.038936546;0.041278822
Österreich bleib frei!;MARIAHILF;20573;1;650;36;3.33%;686;Wien;0.031643416;0.033393282
Österreich bleib frei!;NEUBAU;20236;0;684;48;3.62%;732;Wien;0.033801146;0.036173157
Österreich bleib frei!;JOSEFSTADT;16295;0;595;44;3.92%;639;Wien;0.036514268;0.039214483
Österreich bleib frei!;ALSERGRUND;26777;2;966;44;3.77%;1010;Wien;0.036150428;0.037793629
Österreich bleib frei!;FAVORITEN;110253;5;6412;213;6.01%;6625;Wien;0.058202498;0.060134418
Österreich bleib frei!;SIMMERING;55928;0;3439;100;6.33%;3539;Wien;0.061489773;0.063277786
Österreich bleib frei!;MEIDLING;55428;0;3098;115;5.80%;3213;Wien;0.055892329;0.057967092
Österreich bleib frei!;HIETZING;39224;10;1732;102;4.68%;1834;Wien;0.044411585;0.047012033
Österreich bleib frei!;PENZING;58913;4;2802;134;4.98%;2936;Wien;0.047629555;0.049904096
Österreich bleib frei!;RUDOLFSHEIM-FÜNFHAUS;40033;0;2202;80;5.70%;2282;Wien;0.055004621;0.057002973
Österreich bleib frei!;OTTAKRING;57842;1;2646;149;4.83%;2795;Wien;0.045762595;0.048338578
Österreich bleib frei!;HERNALS;32897;0;2021;141;6.57%;2162;Wien;0.061434173;0.065720278
Österreich bleib frei!;WÄHRING;32259;0;1415;59;4.57%;1474;Wien;0.043863728;0.045692675
Österreich bleib frei!;DÖBLING;49193;0;1987;143;4.33%;2130;Wien;0.040391926;0.043298843
Österreich bleib frei!;BRIGITTENAU;50150;0;2986;124;6.20%;3110;Wien;0.059541376;0.062013958
Österreich bleib frei!;FLORIDSDORF;98822;1;6263;211;6.55%;6474;Wien;0.063386695;0.065521847
Österreich bleib frei!;DONAUSTADT;104585;1;5713;194;5.65%;5907;Wien;0.054634986;0.056489936
Österreich bleib frei!;LIESING;66545;0;2758;118;4.32%;2876;Wien;0.041445638;0.043218874
Pensions-Volksbegehren;FREISTADT EISENSTADT;9074;0;716;0;7.89%;716;Burgenland;0.078906767;0.078906767
Pensions-Volksbegehren;FREISTADT RUST;1432;0;311;0;21.72%;311;Burgenland;0.217178771;0.217178771
Pensions-Volksbegehren;EISENSTADT UMGEBUNG;30375;11;6405;0;21.09%;6405;Burgenland;0.211226337;0.211226337
Pensions-Volksbegehren;GÜSSING;21478;4;3101;0;14.44%;3101;Burgenland;0.144566533;0.144566533
Pensions-Volksbegehren;JENNERSDORF;14282;8;1874;0;13.12%;1874;Burgenland;0.131774261;0.131774261
Pensions-Volksbegehren;MATTERSBURG;28749;6;5716;0;19.88%;5716;Burgenland;0.19903301;0.19903301
Pensions-Volksbegehren;NEUSIEDL AM SEE;41006;5;6654;0;16.23%;6654;Burgenland;0.16239087;0.16239087
Pensions-Volksbegehren;OBERPULLENDORF;30169;10;5631;0;18.66%;5631;Burgenland;0.186980013;0.186980013
Pensions-Volksbegehren;OBERWART;41890;5;5992;0;14.30%;5992;Burgenland;0.143160659;0.143160659
Pensions-Volksbegehren;KLAGENFURT STADT;68869;0;3684;0;5.35%;3684;Kärnten;0.053492863;0.053492863
Pensions-Volksbegehren;VILLACH STADT;42803;0;3088;0;7.21%;3088;Kärnten;0.072144476;0.072144476
Pensions-Volksbegehren;FELDKIRCHEN;22806;0;1570;0;6.88%;1570;Kärnten;0.068841533;0.068841533
Pensions-Volksbegehren;HERMAGOR;14980;0;1183;0;7.90%;1183;Kärnten;0.078971963;0.078971963
Pensions-Volksbegehren;KLAGENFURT LAND;43807;1;3439;0;7.85%;3439;Kärnten;0.078526263;0.078526263
Pensions-Volksbegehren;SANKT VEIT AN DER GLAN;44609;2;3776;0;8.46%;3776;Kärnten;0.08469143;0.08469143
Pensions-Volksbegehren;SPITTAL AN DER DRAU;61425;2;4558;0;7.42%;4558;Kärnten;0.074236874;0.074236874
Pensions-Volksbegehren;VILLACH LAND;49286;0;4758;0;9.65%;4758;Kärnten;0.096538571;0.096538571
Pensions-Volksbegehren;VÖLKERMARKT;33026;0;2884;0;8.73%;2884;Kärnten;0.087325138;0.087325138
Pensions-Volksbegehren;WOLFSBERG;43335;0;3636;0;8.39%;3636;Kärnten;0.083904465;0.083904465
Pensions-Volksbegehren;KREMS AN DER DONAU STADT;17917;0;1779;1;9.93%;1780;Niederösterreich;0.099291176;0.099346989
Pensions-Volksbegehren;SANKT PÖLTEN STADT;37572;0;5509;0;14.66%;5509;Niederösterreich;0.146625146;0.146625146
Pensions-Volksbegehren;WAIDHOFEN AN DER YBBS;8932;0;1057;0;11.83%;1057;Niederösterreich;0.118338558;0.118338558
Pensions-Volksbegehren;WIENER NEUSTADT STADT;28554;2;4013;0;14.05%;4013;Niederösterreich;0.140610773;0.140610773
Pensions-Volksbegehren;AMSTETTEN;82859;23;11062;45;13.40%;11107;Niederösterreich;0.133781484;0.134324575
Pensions-Volksbegehren;BADEN;92286;2;12665;0;13.72%;12665;Niederösterreich;0.137258089;0.137258089
Pensions-Volksbegehren;BRUCK AN DER LEITHA;30727;9;4608;0;15.00%;4608;Niederösterreich;0.15025873;0.15025873
Pensions-Volksbegehren;GÄNSERNDORF;67382;23;9831;0;14.59%;9831;Niederösterreich;0.146240836;0.146240836
Pensions-Volksbegehren;GMÜND;31285;1;4587;0;14.66%;4587;Niederösterreich;0.14665175;0.14665175
Pensions-Volksbegehren;HOLLABRUNN;38978;1;3022;0;7.75%;3022;Niederösterreich;0.07755657;0.07755657
Pensions-Volksbegehren;HORN;24976;3;1882;0;7.54%;1882;Niederösterreich;0.075472454;0.075472454
Pensions-Volksbegehren;KORNEUBURG;52858;1;5780;0;10.93%;5780;Niederösterreich;0.109368497;0.109368497
Pensions-Volksbegehren;KREMS AN DER DONAU LAND;42521;3;3472;0;8.17%;3472;Niederösterreich;0.081724324;0.081724324
Pensions-Volksbegehren;LILIENFELD;20402;6;4086;0;20.03%;4086;Niederösterreich;0.200568572;0.200568572
Pensions-Volksbegehren;MELK;57369;8;6958;1;12.13%;6959;Niederösterreich;0.121424463;0.121441894
Pensions-Volksbegehren;MISTELBACH;56131;0;5414;0;9.65%;5414;Niederösterreich;0.09645294;0.09645294
Pensions-Volksbegehren;MÖDLING;80520;2;8247;2;10.24%;8249;Niederösterreich;0.102446597;0.102471436
Pensions-Volksbegehren;NEUNKIRCHEN;65628;2;10166;0;15.49%;10166;Niederösterreich;0.15493387;0.15493387
Pensions-Volksbegehren;SANKT PÖLTEN LAND;70532;5;8823;1;12.51%;8824;Niederösterreich;0.125163047;0.125177225
Pensions-Volksbegehren;SCHEIBBS;31464;0;2764;2;8.79%;2766;Niederösterreich;0.087846428;0.087909992
Pensions-Volksbegehren;TULLN;49010;5;4461;0;9.10%;4461;Niederösterreich;0.09112426;0.09112426
Pensions-Volksbegehren;WAIDHOFEN AN DER THAYA;22059;0;2205;0;10.00%;2205;Niederösterreich;0.0999592;0.0999592
Pensions-Volksbegehren;WIENER NEUSTADT LAND;53910;16;7603;0;14.10%;7603;Niederösterreich;0.141328139;0.141328139
Pensions-Volksbegehren;WIEN UMGEBUNG;76973;11;10084;0;13.10%;10084;Niederösterreich;0.131149884;0.131149884
Pensions-Volksbegehren;ZWETTL;35080;6;1911;0;5.45%;1911;Niederösterreich;0.054646522;0.054646522
Pensions-Volksbegehren;LINZ STADT;137118;0;18219;3616;15.92%;21835;Oberösterreich;0.132870958;0.159242404
Pensions-Volksbegehren; STEYR STADT;28267;0;4253;1166;19.17%;5419;Oberösterreich;0.150458131;0.191707645
Pensions-Volksbegehren;WELS STADT;39460;1;4751;1005;14.59%;5756;Oberösterreich;0.120425748;0.145894577
Pensions-Volksbegehren;BRAUNAU AM INN;69546;14;5890;1909;11.21%;7799;Oberösterreich;0.084893452;0.11234291
Pensions-Volksbegehren;EFERDING;22966;7;2594;578;13.81%;3172;Oberösterreich;0.113254376;0.138422015
Pensions-Volksbegehren;FREISTADT;48180;13;4965;1769;13.98%;6734;Oberösterreich;0.10332088;0.14003736
Pensions-Volksbegehren;GMUNDEN;73811;15;9341;3366;17.22%;12707;Oberösterreich;0.126756175;0.172359133
Pensions-Volksbegehren;GRIESKIRCHEN;46309;26;4004;1061;10.94%;5065;Oberösterreich;0.087024121;0.109935434
Pensions-Volksbegehren;KIRCHDORF AN DER KREMS;40270;14;4493;1736;15.47%;6229;Oberösterreich;0.111919543;0.155028557
Pensions-Volksbegehren;LINZ LAND;96106;60;12451;3892;17.01%;16343;Oberösterreich;0.130179177;0.170676128
Pensions-Volksbegehren;PERG;47532;23;6712;2556;19.50%;9268;Oberösterreich;0.141694017;0.195468316
Pensions-Volksbegehren;RIED IM INNKREIS;43110;10;3242;1106;10.09%;4348;Oberösterreich;0.075434934;0.101090234
Pensions-Volksbegehren;ROHRBACH;42914;24;3177;962;9.64%;4139;Oberösterreich;0.074591043;0.097007969
Pensions-Volksbegehren;SCHÄRDING;41802;11;3050;833;9.29%;3883;Oberösterreich;0.073226161;0.093153438
Pensions-Volksbegehren;STEYR LAND;43737;28;5804;1708;17.18%;7512;Oberösterreich;0.133342479;0.172394083
Pensions-Volksbegehren;URFAHR UMGEBUNG;59481;20;5897;1410;12.28%;7307;Oberösterreich;0.099477144;0.123182193
Pensions-Volksbegehren;VÖCKLABRUCK;93133;39;10304;2951;14.23%;13255;Oberösterreich;0.111056231;0.1427421
Pensions-Volksbegehren;WELS LAND;46675;24;6076;1532;16.30%;7608;Oberösterreich;0.130690948;0.163513658
Pensions-Volksbegehren;SALZBURG STADT;99054;2;7486;3;7.56%;7489;Salzburg;0.07559513;0.075625416
Pensions-Volksbegehren;HALLEIN;8330;3;3135;0;8.18%;3135;Salzburg;0.376710684;0.376710684
Pensions-Volksbegehren;SALZBURG UMGEBUNG;98545;7;6027;2;6.12%;6029;Salzburg;0.06123091;0.061251205
Pensions-Volksbegehren;SANKT JOHANN IM PONGAU;53957;0;4729;0;8.76%;4729;Salzburg;0.087643865;0.087643865
Pensions-Volksbegehren;TAMSWEG;15832;1;975;0;6.16%;975;Salzburg;0.061647297;0.061647297
Pensions-Volksbegehren;ZELL AM SEE;59683;7;5274;0;8.84%;5274;Salzburg;0.088484158;0.088484158
Pensions-Volksbegehren;GRAZ STADT;180431;0;8087;0;4.48%;8087;Steiermark;0.044820458;0.044820458
Pensions-Volksbegehren;BRUCK AN DER MUR;50431;11;9275;0;18.39%;9275;Steiermark;0.184132775;0.184132775
Pensions-Volksbegehren;DEUTSCHLANDSBERG;48142;6;3902;0;8.11%;3902;Steiermark;0.081176519;0.081176519
Pensions-Volksbegehren;FELDBACH;52381;6;2411;0;4.60%;2411;Steiermark;0.046142685;0.046142685
Pensions-Volksbegehren;FÜRSTENFELD;17915;3;698;0;3.90%;698;Steiermark;0.039129221;0.039129221
Pensions-Volksbegehren;GRAZ UMGEBUNG;103703;4;8248;0;7.95%;8248;Steiermark;0.079573397;0.079573397
Pensions-Volksbegehren;HARTBERG;52251;2;3369;0;6.45%;3369;Steiermark;0.064515512;0.064515512
Pensions-Volksbegehren;JUDENBURG;37383;4;5751;0;15.38%;5751;Steiermark;0.153946981;0.153946981
Pensions-Volksbegehren;KNITTELFELD;22811;3;3412;0;14.96%;3412;Steiermark;0.149708474;0.149708474
Pensions-Volksbegehren;LEIBNITZ;58591;4;3234;0;5.52%;3234;Steiermark;0.05526446;0.05526446
Pensions-Volksbegehren;LEOBEN;53216;2;9257;1;17.40%;9258;Steiermark;0.173989026;0.174007817
Pensions-Volksbegehren;LIEZEN;61921;13;7941;1;12.83%;9742;Steiermark;0.128453998;0.128470147
Pensions-Volksbegehren;MÜRZZUSCHLAG;33958;5;6753;0;19.89%;6753;Steiermark;0.199010542;0.199010542
Pensions-Volksbegehren;MURAU;24031;0;1907;0;7.94%;1907;Steiermark;0.079355832;0.079355832
