Jahr,Name_Zeitschrift,Name_Zeitschrift_clean,Förderungswerber,Förderungsbetrag,Nicht_gefördert
2012,GEBÄRDENSACHE,GebärdenSache,Österreichischer Gehörlosenbund 1100 Wien,,Nicht gefördert
2012,Die GEMEINDE,Die GEMEINDE INSIDER,Israelitische Kultusgemeinde Wien 1010 Wien,,Nicht gefördert
2012,DATUM,DATUM,DATUM Verlag GmbH 1030 Wien,,Nicht gefördert
2012,EUROPA ETHNIKA,EUROPA ETHNIKA,Facultas Verlags- und Buchhandels-AG 1050 Wien,,Nicht gefördert
2012,FACHSPRACHE,FACHSPRACHE,Facultas Verlags- und Buchhandels-AG 1050 Wien,,Nicht gefördert
2012,LEBENSBEWEGT,LEBENSBEWEGT,Österreichische Lebensbewegung - Medien 1030 Wien,,Nicht gefördert
2012,MIGRALEX,MIGRALEX,Facultas Verlags- und Buchhandels-AG 1050 Wien,,Nicht gefördert
2012,ÖGL – Österreich in Geschichte und Literatur mit Geographie,ÖGL – Österreich in Geschichte und Literatur mit Geographie,Institut für Österreichkunde 1010 Wien,,Nicht gefördert
2012,ÖZW - Österreichische Zeitung für Wirtschaftsrecht,ÖZW - Österreichische Zeitung für Wirtschaftsrecht,Facultas Verlags- und Buchhandels-AG 1050 Wien,,Nicht gefördert
2012,PRO ZUKUNFT,PRO ZUKUNFT,Robert-Jungk-Bibliothek für Zukunftsfragen 5020 Salzburg,,Nicht gefördert
2012,SCHALOM,SCHALOM,Österreichisch-israelitische Gesellschaft 1080 Wien,,Nicht gefördert
2012,Uni:Press,Uni:Press,Österreichische HochschülerInnenschaft Salzburg 5020 Salzburg,,Nicht gefördert
2012,UNIVERSUM MAGAZIN,UNIVERSUM MAGAZIN,LW Werbe- und Verlags-GmbH 3500 Krems an der Donau,,Nicht gefördert
2012,VCÖ-Magazin,VCÖ-Magazin,VCÖ Verkehrsclub Österreich 1050 Wien,,Nicht gefördert
2011,AEP-Informationen / Feministische Zeitschrift für Politik und Gesellschaft,AEP-Informationen Feministische Zeitschrift für Politik und Gesellschaft,Arbeitskreis Emanzipation und Partnerschaft 6020 Innsbruck,4295,
2011,AKIN,AKIN,FÖJ – Bewegung für Sozialismus 1040 Wien,4295,
2011,Die ALTERNATIVE,Die ALTERNATIVE,"Alternative und Grüne GewerkschafterInnen, 1040 Wien",4295,
2011,AMT UND GEMEINDE,AMT UND GEMEINDE,Evangelische Kirche in Österreich 1180 Wien,5727,
2011,Der APFEL – Rundbrief des Österreichischen Frauenforums Feministische Theologie,Der APFEL - Zeitschrift des Österreichischen Frauenforums Feministische Theologie,Österreichisches Frauenforum Feministische Theologie 4880 Berg im Attergau,4295,
2011,Die ARBEIT,Die ARBEIT,Gewerkschaftlicher Linksblock 1110 Wien,2088,
2011,ASYL AKTUELL,ASYL AKTUELL,"Verein von AusländerInnen- und Flüchtlingshilfsorganisationen und – betreuerInnen, 1080 Wien",4295,
2011,Der BAGGER,Der BAGGER,Zwischen Ernst und Satire - Verein für Diversität in der Medienlandschaft 1170 Wien,4295,
2011,BEDROHTE VÖLKER,BEDROHTE VÖLKER,"Gesellschaft für bedrohte Völker Österreich, 1030 Wien",4295,
2011,BIZEPS INFO,BIZEPS INFO,"Bizeps - Zentrum für selbstbestimmtes Leben, 1070 Wien",1392,
2011,CAFE KPÖ,CAFE KPÖ,KPÖ Oberösterreich 4020 Linz,1392,
2011,CHRISTLICH PÄDAGOGISCHE BLÄTTER,CHRISTLICH PÄDAGOGISCHE BLÄTTER,Herder & Co 1010 Wien,4295,
2011,COULEUR,COULEUR,Mittelschüler-Kartell-Verband der katholischen farbentragenden Studentenkorporationen Österreichs 1070 Wien,4295,
2011,CUBA SI,CUBA SI,Österreichisch-Kubanische Gesellschaft 1040 Wien,4295,
2011,DIALOG – Du Siach Christlich- jüdische Informationen,DIALOG – Du Siach Christlich-jüdische Informationen,"Koordinierungsausschuss für christlich- jüdische Zusammenarbeit, 1020 Wien",4295,
2011,EFA,EFA,Evangelische Frauenarbeit in Österreich 1180 Wien,4295,
2011,EHE UND FAMILIEN,EHE UND FAMILIEN,Katholischer Familienverband 1010 Wien,4295,
2011,FREIDENKER/IN - Organ des österreichischen Freidenkerbundes,FREIDENKER/IN - Organ des österreichischen Freidenkerbundes,Freidenkerbund Österreichs 1153 Wien,1392,
2011,FRIEDENS-FORUM,FRIEDENS-FORUM,Österreichisches Studienzentrum für Frieden und Konfliktlösung 7461 Stadtschlaining,4295,
2011,FRISCHE BÖE,FRISCHE BÖE,Bundesverband österreichischer elternverwalteter Kindergruppen 1160 Wien,4295,
2011,Der FUNKE,Der FUNKE,Verein Gesellschaft und Politik 1090 Wien,1392,
2011,GEDENKDIENST,GEDENKDIENST,GEDENKDIENST 1050 Wien,4295,
2011,Die GEMEINDE,Die GEMEINDE INSIDER,Israelitische Kultusgemeinde 1010 Wien,4295,
2011,GLOBAL PLAYER (vormals: Die Bunte Zeitung),GLOBAL PLAYER (vormals: Die Bunte Zeitung),"Verein ""Die Bunten, Forum für Würde, Gerechtigkeit und Demokratie"" 1090 Wien",8590,
2011,GLOBAL View,GLOBAL View,Akademisches Forum für Außenpolitik 1010 Wien,4295,
2011,GRUNDRISSE – Zeitschrift für Linke Theorie & Debatte,GRUNDRISSE Zeitschrift für Linke Theorie & Debatte,Partei „Grundrisse“ - Dr. Karl Reitter 1180 Wien,4295,
2011,HISTORISCHE SOZIALKUNDE,HISTORISCHE SOZIALKUNDE,Verein für Geschichte und Sozialkunde 1010 Wien,4295,
2011,INDABA - Das SADOCC-Magazin für das Südliche Afrika,INDABA - Das SADOCC-Magazin für das Südliche Afrika,Dokumentations- und Kooperations- zentrum Südliches Afrika 1040 Wien,4295,
2011,INTERNATIONAL - Zeitschrift für internationale Politik,INTERNATIONAL - Zeitschrift für internationale Politik,"Verein „ARGE für internationale Publizistik“, 1150 Wien",4295,
2011,JOHANN WILHELM KLEIN,JOHANN WILHELM KLEIN,"Leihbücherei, Druckerei und Lehrmittelverlag des Bundes-Blinden- erziehungsinstitutes, 1020 Wien",4295,
2011,JOURNAL für SCHULENTWICKLUNG,JOURNAL für SCHULENTWICKLUNG,StudienVerlag GmbH 6020 Innsbruck,4295,
2011,JUNGE GEMEINDE,JUNGE GEMEINDE,Evangelische Jugend Österreich 1090 Wien,4295,
2011,JUNGE KIRCHE,JUNGE KIRCHE,Katholisches Jugendwerk Österreichs 1010 Wien,4295,
2011,JURIDIKUM,JURIDIKUM - Zeitschrift für Kritik/Recht/Gesellschaft,Verlag Österreich GmbH 1010 Wien,4295,
2011,DIE KINDER (vormals Familienmagazin),DIE KINDER (vormals Familienmagazin),"Österreichische Kinderfreunde – Bundesorganisation, 1010 Wien",4295,
2011,KIRCHE IN,KIRCHE IN,"Rudolf Schermann, 1100 Wien",8590,
2011,KIRCHE IN BEWEGUNG (vorm. Altkatholische Kirchenzeitung),KIRCHE IN BEWEGUNG (vormals: Altkatholische Kirchenzeitung),Altkatholische Kirche Österreichs 1010 Wien,4295,
2011,Der KONAK,Der KONAK,Forschungs- und Kulturverein für Kontinentalamerika und die Karibik 1100 Wien,4295,
2011,KONTRASTE - Presse- und Informationsdienst für Sozialpolitik,KONTRASTE - Presse- und Informationsdienst für Sozialpolitik,Sozialwissenschaftliche Vereinigung 4040 Linz,4295,
2011,Der KRANICH,Der KRANICH,Friedensbüro Salzburg 5020 Salzburg,1392,
2011,KRITISCHES CHRISTENTUM,KRITISCHES CHRISTENTUM,Aktion Kritisches Christentum 1040 Wien,1392,
2011,KURSWECHSEL,KURSWECHSEL,Sonderzahl VerlagsgesmbH 1040 Wien,7159,
2011,LAMBDA - Nachrichten,LAMBDA - Nachrichten,Homosexuelle Initiative (HOSI) Wien 1020 Wien,4295,
2011,LATEINAMERIKA ANDERS,LATEINAMERIKA ANDERS,"Informationsgruppe Lateinamerika (IGLA) c/o WUK, 1090 Wien",4295,
2011,MALMOE,MALMOE,"Verein zur Förderung medialer Vielfalt und Qualität, 1181 Wien",5727,
2011,MEDIEN JOURNAL,MEDIEN JOURNAL,StudienVerlag G bH 6020 Innsbruck 9,4295,
2011,MEHR leben-glaube-gesellschaft,MEHR,ERF Medien Österreich 1230 Wien,4295,
2011,MITBESTIMMUNG – Zeitschrift für Demokratisierung der Arbeitswelt,MITBESTIMMUNG – Zeitschrift für Demokratisierung der Arbeitswelt,Arbeitsgemeinschaft zur Demokratisierung der Arbeitswelt 1172 Wien,4295,
2011,MITEINANDER – Welt und geistliche Berufung,MITEINANDER – Welt und geistliche Berufung,Kirchliches Institut Canisiuswerk – Zentrum für geistliche Berufe 1010 Wien,4295,
2011,NACHRICHTEN und Stellungnahmen der Katholischen Sozialakademie Österreichs,NACHRICHTEN und Stellungnahmen der Katholischen Sozialakademie Österreichs,Katholische Sozialakademie Österreichs 1010 Wien,4295,
2011,Der NEUE MERKER,Der NEUE MERKER,"Merker Verein, Dr. Sieglinde Pfabigan 1210 Wien",1392,
2011,NICARAGUA – Nachrichten,NICARAGUA – Nachrichten,ARGE für Informationen über Nicaragua 3494 Brunn im Felde,1392,
2011,NU - News über uns,NU - News über uns,"Verein Arbeitsgemeinschaft Jüdisches Forum, 1030 Wien",7159,
2011,ÖSTERREICHISCHE ZEITSCHRIFT FÜR POLITIKWISSENSCHAFT (ÖZP),Österreichische Zeitschrift für Politikwissenschaft (ÖZP),Facultas Verlags- und Buchhandels AG 1090 Wien,7159,
2011,PAX – Die Zeitung der Friedensbewegung Pax Christi Österreich,PAX - Die Zeitung der Friedensbewegung Pax Christi Österreich,Pax Christi Österreich 4040 Linz,1392,
2011,PHOENIX,PHOENIX,Dr. Gerfried Sperl 2424 Zurndorf,4295,
2011,PRIDE - Das lesbisch/schwule Österreichmagazin,PRIDE - Das lesbisch/schwule Österreichmagazin,"Verein zur Förderung der Information über Schwule, Lesben und TransGender- Personen, 4040 Linz",4295,
2011,PRO ZUKUNFT,PRO ZUKUNFT,"Robert-Jungk-Bibliothek für Zukunftsfragen, 5020 Salzburg",4295,
2011,QUART,QUART,"Forum katholischer Akademikerinnen und Akademiker Österreichs, 1090 Wien",4295,
2011,REFORMIERTES KIRCHENBLATT,REFORMIERTES KIRCHENBLATT,Evangelischer Oberkirchenrat H.B. 1010 Wien,8590,
2011,RELIGIONEN UNTERWEGS,RELIGIONEN UNTERWEGS,"Petrus Bsteh, Kontaktstelle für Weltreligionen, 1090 Wien",4295,
2011,SAAT – Evangelische Kirchenzeitung für Österreich,SAAT – Evangelische Kirchenzeitung für Österreich,Evangelischer Presseverband 1030 Wien,10022,
2011,SCHOTTENGASSE,SCHOTTENGASSE,"Verein der Freunde der Katholischen Medien Akademie, 1010 Wien",4295,
2011,SCHULHEFT,SCHULHEFT,StudienVerlag GmbH 6020 Innsbruck,7159,
2011,Die SEITEN des Vereins für kulturelle Information,Die SEITEN des Vereins für kulturelle Information,Verein für kulturelle Informationen 1030 Wien,1392,
2011,SIO - SOZIALARBEIT in Österreich,SIO - SOZIALARBEIT in Österreich,"ÖBDS - Österr. Berufsverband der SozialarbeiterInnen,1060 Wien",4295,
2011,SOL,SOL,"Menschen für Solidarität, Ökologie und Lebensstil, 1140 Wien",4295,
2011,SOZIALE TECHNIK,SOZIALE TECHNIK,"Interdisziplinäres Forschungszentrum für Technik, Arbeit und Kultur (IFZ) 8010 Graz",4295,
2011,SPINNRAD,SPINNRAD,"Internationaler Versöhnungsbund – österreichischer Zweig, 1080 Wien",4295,
2011,STANDPUNKT,STANDPUNKT,Evangelischer Bund in Österreich 1030 Wien,5727,
2011,SUDETENPOST,SUDETENPOST,Sudetendeutscher Presseverein 4040 Linz,4295,
2011,SWS-RUNDSCHAU,SWS-RUNDSCHAU,"Sozialwissenschaftliche Studiengesellschaft, 1090 Wien",4295,
2011,TALK TOGETHER,TALK TOGETHER! Zeitschrift von und für MigrantInnen und NichtmigrantInnen,"Verein Salzburg – Kommunikation und Kultur, 5020 Salzburg",4295,
2011,TARANTEL - Zeitschrift für Kultur von unten,TARANTEL - Zeitschrift für Kultur von unten,"Gerald Grassl, 1020 Wien",4295,
2011,UNSER AUFTRAG,UNSER AUFTRAG,Offiziersgesellschaft Wien 1010 Wien,1392,
2011,URSACHE & WIRKUNG - Buddhistische Aspekte,URSACHE & WIRKUNG - Buddhistische Aspekte,Verein Ursache & Wirkung 1010 Wien,4295,
2011,VOLKSSTIMME,VOLKSSTIMME,Verein für Gesellschaftskritik 1090 Wien,1392,
2011,VORWÄRTS,VORWÄRTS,Sozialistische LinksPartei/SLP 1070 Wien,1392,
2011,WERKSTATT-Blatt (vormals Guernica),WERKSTATT-Blatt (vormals Guernica),Solidarwerkstatt Österreich 4020 Linz,1392,
2011,Das WORT – Evangelische Beiträge zu Bildung und Unterricht,Das WORT – Evangelische Beiträge zu Bildung und Unterricht,"FI Dr. Lars Amann, Evangelisches Schulamt Wien, Abt. Pflichtschulen, 1050 Wien",4295,
2011,YOU! MAGAZIN,YOU! MAGAZIN,"Jugendverein für christlich-katholische Werte,1010 Wien",4295,
2011,ZEBRATL,ZEBRATL,"Verein Zebra, 8010 Graz",4295,
2011,ZEITZEICHEN,ZEITZEICHEN,"Katholische Arbeitnehmer - Bildungs- und Hilfswerk Österreich, 1010 Wien",4295,
2011,AUF – Eine Frauenzeitschrift,AUF – Eine Frauenzeitschrift,Verein zur Förderung feministischer Projekte 1010 Wien,,Nicht gefördert
2011,BALLESTERER. fm Fußballmagazin,BALLESTERER. fm Fußballmagazin,ballesterer Zeitschriftenverlag GmbH 1090 Wien,,Nicht gefördert
2011,BEHINDERTE MENSCHEN,BEHINDERTE MENSCHEN,"Verein Initiativ für behinderte Kinder und Jugendliche, 8010 Graz",,Nicht gefördert
2011,EVANGELISCHES WIEN,EVANGELISCHES WIEN,"Europrint, 1050 Wien",,Nicht gefördert
2011,INDIE Magazine,INDIE Magazine,plastic media - Steinmüller & Stachowitsch OEG 1070 Wien,,Nicht gefördert
2011,KINDERSCHUTZ AKTIV,KINDERSCHUTZ AKTIV,Verein für gewaltlose Erziehung 1020 Wien,,Nicht gefördert
2011,MOLECOOL - Die Welt der Naturwissenschaften,MOLECOOL - Die Welt der Naturwissenschaften,Verband der Chemielehrer/-innen Österreichs 5164 Seeham,,Nicht gefördert
2011,MONAT - Sozialpolitische Rundschau,MONAT - Sozialpolitische Rundschau,"Österreichische Arbeitsgemeinschaft für Rehabilitation (ÖAR), 1010 Wien",,Nicht gefördert
2011,STIMME von und für Minderheiten,STIMME von und für Minderheiten,"Initiative Minderheiten / Bürgerinitiative Demokratisch Leben, 1060 Wien",,Nicht gefördert
2011,VCÖ-Magazin,VCÖ-Magazin,"VCÖ Verkehrsclub Österreich, 1050 Wien",,Nicht gefördert
2011,YENI HAYAT - Neues Leben,YENI HAYAT - Neues Leben,"Verein zur Förderung von Jugend, Kultur und Sport (Verein Jukus), 8020 Graz",,Nicht gefördert
2011,YPSILON – MÄNNERMAGAZIN der katholischen Männerbewegung,YPSILON Männermagazin der katholischen Männerbewegung,"Katholische Männerbewegung der Diözese St. Pölten, 3100 St. Pölten",,Nicht gefördert
